OBJECT_ID,ALARM_ID,ALARM_LVL,ALARM_DESC,ALARM_DESC_TW,HAPPENED_REASON,SOLUSTION
AGV,104202,Alarm,SafetyStop : Excessive angular deviation,SafetyStop : Excessive angular deviation,"安全保護停止_角度偏差過大
1.定位資料不穩
2.走行控制偏差","1.調整確認地上鐵 Barcode，確認位置是否損毀偏移或是鐵尺 Barcode 翹起變形
2.查看Log (可察看扭力值,速度值,馬達position)
3.確認輪子走行8米直線偏差情況
4.檢修驅動器或是輪子
5.確認Elmo馬達 Gain 值參數"
AGV,104203,Alarm,SafetyStop : Excessive section deviation,SafetyStop : Excessive section deviation,"安全保護停止_軌道偏差過大
1.定位資料不穩
2.走行控制偏差","1.調整確認地上鐵 Barcode，確認位置是否損毀偏移或是鐵尺 Barcode 翹起變形
2.查看Log (可察看扭力值,速度值,馬達position)
3.重新調整出彎入彎點
4.確認輪子走行8米直線偏差情況
5.檢修驅動器或是輪子
6.確認Elmo馬達 Gain 值參數"
AGV,104204,Alarm,SafetyStop : Too long not read barcode (turn),SafetyStop : Too long not read barcode (turn),"安全保護停止_出彎過久沒取得定位資料
1.定位資料不穩
2.走行控制偏差","1.調整確認地上鐵 Barcode，確認位置是否損毀偏移或是鐵尺 Barcode 翹起變形
2.查看Log (可察看扭力值,速度值,馬達position)
3.重新調整出彎入彎點
4.確認輪子走行8米直線偏差情況
5.檢修驅動器或是輪子
6.確認Elmo馬達 Gain 值參數"
AGV,104205,Alarm,SafetyStop : Too long not read barcode (line),SafetyStop : Too long not read barcode (line),"安全保護停止_直線過久沒取得定位資料
1.定位資料不穩
2.走行控制偏差","1.調整確認地上鐵 Barcode，確認位置是否損毀偏移或是鐵尺 Barcode 翹起變形
2.查看Log (可察看扭力值,速度值,馬達position)
3.確認輪子走行8米直線偏差情況
4.檢修驅動器或是輪子
5.確認Elmo馬達 Gain 值參數"
AGV,104206,Alarm,SafetyStop : AGV Stop without reason,SafetyStop : AGV Stop without reason,安全保護停止_AGV默停,"1.查看Log(MoveControl)
2.聯絡Mirle"
AGV,104207,Alarm,SafetyStop : Velocity change error,SafetyStop : Velocity change error,"安全保護停止_速度變化異常
1.速度曲線變化不符預期變化","1.查看Log (可察看扭力值,速度值,馬達position)
2.確認輪子走行8米直線偏差情況
3.檢修驅動器或是輪子
4.確認Elmo馬達 Gain 值參數"
AGV,104208,Alarm,SafetyStop : Axis error,SafetyStop : Axis error,安全保護停止_軸異常,"1.查看Log (Motion), 並根據Elmo 所提供的異常碼 ec,mf, EE[1] 查找驅動器異查碼手冊
2.根據驅動器的異常碼查找相關問題"
AGV,104209,Alarm,SafetyStop : LocateControl Error,SafetyStop : LocateControl Error,安全保護停止_定位Control異常,"1.調整確認地上鐵 Barcode，確認位置是否損毀偏移或是鐵尺 Barcode 翹起變形
2.查看Log(MoveControl)
3.聯絡Mirle"
AGV,104210,Alarm,SafetyStop : Stop Request,SafetyStop : Stop Request,安全保護停止_人為控制,人為介入停止
AGV,104211,Alarm,SafetyStop : Bumper Stop,SafetyStop : Bumper Stop,安全保護停止_Bumper觸發,Bumper觸發
AGV,104212,Alarm,SafetyStop : EMO Stop,SafetyStop : EMO Stop,安全保護停止_EMO觸發,EMO觸發
AGV,104213,Alarm,SafetyStop : Delta update value error,SafetyStop : Delta update value error,"安全保護停止_更新數值變化過大
1.資料(Encoder,定位)數值變化異常","1.調整確認地上鐵 Barcode，確認位置是否損毀偏移或是鐵尺 Barcode 翹起變形
2.查看Log(MoveControl)
3.聯絡Mirle"
AGV,104300,Warn,Can't Reset Alarm : Main Flow Exception,Can't Reset Alarm : Main Flow Exception,"無法ResetAlarm_主流程Exception
1.程式異常",切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV,104301,Warn,Can't Reset Alarm : stop in turn flow,Can't Reset Alarm : stop in turn flow,無法ResetAlarm_停在轉彎流程中,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV,104302,Warn,Can't Reset Alarm : vehicle not in section,Can't Reset Alarm : vehicle not in section,無法ResetAlarm_不在Section上,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV,104303,Warn,Can't Reset Alarm : Locate Control Error,Can't Reset Alarm : Locate Control Error,無法ResetAlarm_定位Control異常,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV,104304,Warn,Can't Reset Alarm : Motion Control Error,Can't Reset Alarm : Motion Control Error,無法ResetAlarm_MotionControl異常,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV,104400,Warn,Can't AutoReset : Special Alarm,Can't AutoReset : Special Alarm,無法自動重置_特殊警報,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV,104500,Alarm,Can't AutoRetry : AutoRetry Count more than config,Can't AutoRetry : AutoRetry Count more than config,無法自動重試_自動重試計數比配置更多,"1.查看Log(MoveControl)
2.聯絡Mirle"
AGV,104501,Alarm,Can't AutoRetry : AutoReset fail,Can't AutoRetry : AutoReset fail,無法自動重試_自動重設失敗,"1.查看Log(MoveControl)
2.聯絡Mirle"
AGV,104502,Alarm,Can't AutoRetry : Create Retry MoveCmdInfo fail,Can't AutoRetry : Create Retry MoveCmdInfo fail,無法自動重試_建立重試移動Cmd訊息失敗,"1.查看Log(MoveControl)
2.聯絡Mirle"
AGV,104600,Alarm,BeamSensor singal on Timeout,BeamSensor singal on Timeout,"BeamSensorOn_Timeout
1.Beamsensor訊號長On沒有消除","1.確認Beamsensor裝置是否有訊號殘留狀況(調整BeamSensor距離)
2.調整程式內牆壁設定距離"
AGV,270001,Alarm,TRU Command Format NG,TRU Command Format NG,Fork_命令格式NG,Fork_命令格式NG
AGV,270002,Alarm,TRU Command Read timeout,TRU Command Read timeout,Fork_命令讀取超時,1.檢查 PLC 交握訊號
AGV,270003,Alarm,TRU Not Busy timeout,TRU Not Busy timeout,Fork_不忙錄超時,1.檢查 PLC 交握訊號
AGV,270004,Alarm,TRU Command Executing timeout,TRU Command Executing timeout,Fork_命令執行超時,1.確認人機上PIO設定時間不能大於Local內程式設定時間
AGV,270005,Warn,Batterys Charging Time Out,Batterys Charging Time Out,"電池充電超時
1.超過充電設定時間",1.確認人機上充電設定timeout時間不能大於程式設定時間
AGV,270007,Alarm,TRU Home Flag Waiting timeout,TRU Home Flag Waiting timeout,"Fork回Home等待超時
1.在Fork命令結束等待台車自動狀態訊號ON時間太長",1.檢查 PLC W0A00 訊號及卡住原因
AGV,280001,Warn,Meter Adam Connect Fail,Meter Adam Connect Fail,,"1. 請檢查Adam 是否異常
2. 請確認 IPC 接頭是否異常(RS232)"
AGV,280002,Warn,Particle Counter Connect Fail,Particle Counter Connect Fail,,1. 請檢查儀器是否正常開啟
AGV,280003,Warn,Plc BigData Sensor Connect Fail,Plc BigData Sensor Connect Fail,,
AGV,280004,Warn,VibrationMeter Connect Fail,VibrationMeter Connect Fail,,1. 請檢查儀器是否正常開啟
AGV,200001,Alarm,Emergency Stop(FR Side)[X013A],Emergency Stop(FR Side)[X013A],緊急停止開關作動(FR側)[X013A],確認無人員靠近，無安全疑慮，鬆開緊急停止開關啟動(FR側)[X013A]，進行復歸操作
AGV,200002,Alarm,Emergency Stop(FL Side)[X013C],Emergency Stop(FL Side)[X013C],緊急停止開關作動(FL側)[X013C],確認無人員靠近，無安全疑慮，鬆開緊急停止開關啟動(FL側)[X013C]，進行復歸操作
AGV,200003,Alarm,Emergency Stop(BR Side)[X013D],Emergency Stop(BR Side)[X013D],緊急停止開關作動(BR側)[X013D],確認無人員靠近，無安全疑慮，鬆開緊急停止開關啟動(BR側)[X013D]，進行復歸操作
AGV,200004,Alarm,Emergency Stop(BL Side)[X013F],Emergency Stop(BL Side)[X013F],緊急停止開關作動(BL側)[X013F],確認無人員靠近，無安全疑慮，鬆開緊急停止開關啟動(BL側)[X013F]，進行復歸操作
AGV,200005,Alarm,Emergency Stop(TRUheld Touch Panel),Emergency Stop(TRUheld Touch Panel),緊急停止開關作動(小人機),確認無人員靠近，無安全疑慮，鬆開緊急停止開關(小人機)，進行復歸操作
AGV,200006,Alarm,,,,
AGV,200007,Alarm,,,,
AGV,200008,Alarm,System No Power On,System No Power On,系統未啟動,請先打開翹板開關 ON 再按下綠色按鈕 START
AGV,200009,Alarm,284V No Power On,284V No Power On,284V 電源供應器未送電,按下 RESET按鈕執行Alarm復歸操作，如果異常未清除需檢查是否有EMO或是BUMP SENSOR有作動，導致安全迴路未正常啟動，或是檢查284V電源供應是否有損壞
AGV,200010,Alarm,IPC Not Ready,IPC Not Ready,IPC 未就緒,
AGV,200011,Alarm,Force ELMO Servo Off form IPC,Force ELMO Servo Off form IPC, IPC 強制 ELMO 伺服關閉,檢IPC是否有下指令給ELMO伺服關閉。
AGV,200012,Alarm,"During the AGV trek, please move the AGV to the ""iron"" BAR CODE","During the AGV trek, please move the AGV to the ""iron"" BAR CODE","AGV迷航中請移動AGV到""鐵""BAR CODE處",按下 RESET按鈕執行Alarm復歸操作，如果異常未清除需檢查284V電源是否有損壞
AGV,200013,Alarm,,,,按下 RESET按鈕執行Alarm復歸操作，如果異常未清除需檢查電源風扇或是284V電源是否有損壞，或是供應風扇的直流電源開關未開啟，導致散熱不佳溫度異常
AGV,200014,Alarm,Safety Relay Not Ready(EMO System),Safety Relay Not Ready(EMO System),Safety Relay Not Ready(EMO系統),
AGV,200015,Alarm, Battery Voltage Not Enough, Battery Voltage Not Enough,電池電壓不足,請檢查電池電壓
AGV,200016,Alarm,Walker Wheel Motor Error(FR Side),Walker Wheel Motor Error(FR Side),走行輪馬達異常(右前側),確認走行輪馬達是否異常(FR側)
AGV,200017,Alarm,Walker Wheel Motor Error(FL Side),Walker Wheel Motor Error(FL Side),走行輪馬達異常(左前側),確認走行輪馬達是否異常(FL側)
AGV,200018,Alarm,Walker Wheel Motor Error(BR Side),Walker Wheel Motor Error(BR Side),走行輪馬達異常(右後側),確認走行輪馬達是否異常(BR側)
AGV,200019,Alarm,Walker Wheel Motor Error(BL Side),Walker Wheel Motor Error(BL Side),走行輪馬達異常(左後側),確認走行輪馬達是否異常(BL側)
AGV,200020,Alarm,,,,
AGV,200021,Alarm,,,,
AGV,200022,Alarm,,,,
AGV,200023,Alarm,Coupler_R Side TRUshake Signal Off In Charging,Coupler_R Side TRUshake Signal Off In Charging,Coupler_R側在充電時交握訊號Off,檢查充電樁(R側)動作是否正確或是未到位，交握通訊SENSOR安裝好或損壞導致交握訊號發送異常
AGV,200024,Alarm,Coupler_L Side TRUshake Signal Off In Charging,Coupler_L Side TRUshake Signal Off In Charging,Coupler_L側在充電時交握訊號Off,檢查充電樁(L側)動作是否正確或是未到位，交握通訊SENSOR安裝好或損壞導致交握訊號發送異常
AGV,200025,Alarm,,,,
AGV,200026,Alarm,,,,
AGV,200027,Alarm,Execute IPC Get/Put Command Time Out,Execute IPC Get/Put Command Time Out,執行IPC取放命令Time Out,檢查FORK取放動作是否正確，或是FORK命令執行時間設定過短，需要進行修改
AGV,200028,Alarm,Vehicle Battery Voltage Too Low Error,Vehicle Battery Voltage Too Low Error,車體電池電壓過低異常,需要立即充電，如果在充電狀態下依然發生異常。需檢查是否充電有問題或是電池最小值設定過高
AGV,200029,Alarm,Vehicle Battery Voltage Too High Error,Vehicle Battery Voltage Too High Error,車體電池電壓過高異常,如果在充電狀態下依然發生異常。需檢查是否充電有問題或是電池最大值設定過低
AGV,200030,Alarm,Vehicle Battery Temperature Too High Error,Vehicle Battery Temperature Too High Error,車體電池溫度過高異常,需檢查風扇電源是否有損壞，或是供應風扇的電源開關未開啟，導致散熱不佳溫度異常
AGV,200031,Alarm,BAT-Front  FAN1 Alarm ,BAT-Front  FAN1 Alarm ,車體電池風扇異常(前-1),需檢查電源風扇(前-1)是否有損壞，或是供應風扇的電源開關未開啟。
AGV,200032,Alarm,BAT-Front  FAN2 Alarm ,BAT-Front  FAN2 Alarm ,車體電池風扇異常(前-2),需檢查電源風扇(前-2)是否有損壞，或是供應風扇的電源開關未開啟。
AGV,200033,Alarm,BAT-Back  FAN1 Alarm ,BAT-Back  FAN1 Alarm ,車體電池風扇異常(後-1),需檢查電源風扇(後-1)是否有損壞，或是供應風扇的電源開關未開啟。
AGV,200034,Alarm,BAT-Back  FAN2 Alarm ,BAT-Back  FAN2 Alarm ,車體電池風扇異常(後-2),需檢查電源風扇(後-2)是否有損壞，或是供應風扇的電源開關未開啟。
AGV,200035,Alarm,Safety switch (OS32C) triggered (F side),Safety switch (OS32C) triggered (F side),安全開關(OS32C) 觸發 (F側),檢查是否安全開關(OS32C) 觸發 (F側)有作動，導致安全迴路未正常啟動
AGV,200036,Alarm,Safety switch (OS32C) triggered (B side),Safety switch (OS32C) triggered (B side),安全開關(OS32C) 觸發 (B側),檢查是否安全開關(OS32C) 觸發 (B側)有作動，導致安全迴路未正常啟動
AGV,200037,Alarm,Safety switch (OS32C) triggered (L side),Safety switch (OS32C) triggered (L side),安全開關(OS32C) 觸發 (L側),檢查是否安全開關(OS32C) 觸發 (L側)有作動，導致安全迴路未正常啟動
AGV,200038,Alarm,Safety switch (OS32C) triggered (R side),Safety switch (OS32C) triggered (R side),安全開關(OS32C) 觸發 (R側),檢查是否安全開關(OS32C) 觸發 (R側)有作動，導致安全迴路未正常啟動
AGV,200039,Alarm,,,,
AGV,200040,Alarm,Bump Sensor Error(F side)[X0114],Bump Sensor Error(F side)[X0114],Bump Sensor異常(車頭)[X0114],確認無人碰觸到BUMP SENSOR(F側)[X0114]， 排除後按下 RESET按鈕執行Alarm復歸操作
AGV,200041,Alarm,Bump Sensor Error(B side)[X011A],Bump Sensor Error(B side)[X011A],Bump Sensor異常(車尾)[X011A],確認無人碰觸到BUMP SENSOR(F側)[X011A]， 排除後按下 RESET按鈕執行Alarm復歸操作
AGV,200042,Alarm,Bump Sensor Error(L side)[X0134],Bump Sensor Error(L side)[X0134],Bump Sensor異常(左側)[X0134],確認無人碰觸到BUMP SENSOR(F側)[X0134]， 排除後按下 RESET按鈕執行Alarm復歸操作
AGV,200043,Alarm,Bump Sensor Error(R side)[X0136],Bump Sensor Error(R side)[X0136],Bump Sensor異常(右側)[X0136],確認無人碰觸到BUMP SENSOR(F側)[X0136]， 排除後按下 RESET按鈕執行Alarm復歸操作
AGV,200044,Alarm,Bump Sensor Error(R side Door)[X0115],Bump Sensor Error(R side Door)[X0115],Bump Sensor異常(左側DOOR)[X0115],確認無人碰觸到BUMP SENSOR(L側DOOR)[X0115]， 排除後按下 RESET按鈕執行Alarm復歸操作
AGV,200045,Alarm,Bump Sensor Error(R side Door)[X011B],Bump Sensor Error(R side Door)[X011B],Bump Sensor異常(右側DOOR)[X011B],確認無人碰觸到BUMP SENSOR(R側DOOR)[X011B]， 排除後按下 RESET按鈕執行Alarm復歸操作
AGV,200046,Alarm,TRU Correct Function Comfirm Error - Left side,TRU Correct Function Comfirm Error - Left side,主充電站補正器確認失敗(L),確認AGV車(L側)SR-1000對位是否正確
AGV,200047,Alarm,TRU Correct Function Comfirm Error - Left side,TRU Correct Function Comfirm Error - Left side,主充電站補正器確認失敗(R),確認AGV車(R側)SR-1000對位是否正確
AGV,200048,Alarm,LiDAR Sensor_F Error[X107],LiDAR Sensor_F Error[X107],F Side  LiDAR 確認失敗,確認AGV車(F側) LiDAR 對位是否正確
AGV,200049,Alarm,LiDAR Sensor_B Error[X109],LiDAR Sensor_B Error[X109],B Side  LiDAR 確認失敗,確認AGV車(B側) LiDAR 對位是否正確
AGV,200050,Alarm,LiDAR Sensor_L Error[X127],LiDAR Sensor_L Error[X127],L Side  LiDAR 確認失敗,確認AGV車(L側) LiDAR 對位是否正確
AGV,200051,Alarm,LiDAR Sensor_R Error[X129],LiDAR Sensor_R Error[X129],R Side  LiDAR 確認失敗,確認AGV車(R側) LiDAR 對位是否正確
AGV,200052,Alarm,LiDAR_F Alarm[X1B0],LiDAR_F Alarm[X1B0],LiDAR_F Alarm 異常[X1B0],確認LiDAR_F 是否異常[X1B0]
AGV,200053,Alarm,LiDAR_F Fault[X1B1],LiDAR_F Fault[X1B1],LiDAR_F Fault 失效[X1B0],確認LiDAR_F 是否失效[X1B1]
AGV,200054,Alarm,LiDAR_B Alarm[X1B4],LiDAR_B Alarm[X1B4],LiDAR_B Alarm 異常[X1B4],確認LiDAR_B 是否異常[X1B4]
AGV,200055,Alarm,LiDAR_B Fault[X1B5],LiDAR_B Fault[X1B5],LiDAR_B Fault 失效[X1B5],確認LiDAR_B 是否失效[X1B5]
AGV,200056,Alarm,TRU Forward/Back Axis Servo Off,TRU Forward/Back Axis Servo Off,伸縮軸 伺服馬達未送電,檢查漏電斷路器(CP0622/CP0627)是否已開啟
AGV,200057,Alarm,TRU Up/Down Axis Servo Off,TRU Up/Down Axis Servo Off,升降軸 伺服馬達未送電,檢查漏電斷路器(CP0602/CP0607)是否已開啟
AGV,200058,Alarm,TRU Turn/Slide Axis Servo Off,TRU Turn/Slide Axis Servo Off,旋轉軸+移載軸 伺服馬達未送電,檢查漏電斷路器(CP0602/CP0607)是否已開啟
AGV,200059,Alarm,Shutter Servo Off,Shutter Servo Off,拉門軸 伺服馬達未送電,檢查漏電斷路器(CP0632)是否已開啟
AGV,200060,Alarm,TRU Slide Side Servo Off,TRU Slide Side Servo Off,走行軸 伺服馬達未送電,檢查漏電斷路器(CP0617)是否已開啟
AGV,200061,Alarm,TRU Turn Side Servo Off,TRU Turn Side Servo Off,轉向軸 伺服馬達未送電,檢查漏電斷路器(CP0612)是否已開啟
AGV,200062,Alarm,,,,
AGV,200063,Alarm,,,,
AGV,200064,Alarm,,,,
AGV,200065,Alarm,,,,
AGV,200066,Alarm,,,,
AGV,200067,Alarm,,,,
AGV,200068,Alarm,,,,
AGV,200069,Alarm,,,,
AGV,200070,Alarm,Get\Put logic error - Right side,Get\Put logic error - Right side,R Side  EQ 置取CST PLC邏輯錯誤,請檢查PLC (R側)取置物程式邏輯是否正確
AGV,200071,Alarm,,,,
AGV,200072,Alarm,Get\Put logic error - Left side,Get\Put logic error - Left side,L Side  EQ 置取CST PLC邏輯錯誤,請檢查PLC (L側)取置物程式邏輯是否正確
AGV,200073,Alarm,,,,
AGV,200074,Alarm,284V Power Supply 1 No Start,284V Power Supply 1 No Start,284V 電源供應器 1 未啟動,請檢查人機面板Power On是否已開啟
AGV,200075,Alarm,284V Power Supply 2 No Start,284V Power Supply 2 No Start,284V 電源供應器 2 未啟動,請檢查人機面板Power On是否已開啟
AGV,200076,Alarm,284V Power Supply 3 No Start,284V Power Supply 3 No Start,284V 電源供應器 3 未啟動,請檢查人機面板Power On是否已開啟
AGV,200077,Alarm,284V Power Supply Fan 1 No Start,284V Power Supply Fan 1 No Start,284V 電源供應器 1 風扇異常,請檢查284V 電源供應器1風扇是否異常
AGV,200078,Alarm,284V Power Supply Fan 2 No Start,284V Power Supply Fan 2 No Start,284V 電源供應器 2 風扇異常,請檢查284V 電源供應器2風扇是否異常
AGV,200079,Alarm,284V Power Supply Fan 3 No Start,284V Power Supply Fan 3 No Start,284V 電源供應器 3 風扇異常,請檢查284V 電源供應器3風扇是否異常
AGV,200080,Alarm,284V Power Supply 1 Over Current,284V Power Supply 1 Over Current,284V 電源供應器 1 過電流,請檢查284V 電源供應器1電流是否異常
AGV,200081,Alarm,284V Power Supply 2 Over Current,284V Power Supply 2 Over Current,284V 電源供應器 2 過電流,請檢查284V 電源供應器1電流是否異常
AGV,200082,Alarm,284V Power Supply 1 Over Heating,284V Power Supply 1 Over Heating,284V 電源供應器 1 過溫異常,請檢查284V 電源供應器1溫度是否異常
AGV,200083,Alarm,284V Power Supply 2 Over Heating,284V Power Supply 2 Over Heating,284V 電源供應器 2 過溫異常,請檢查284V 電源供應器2溫度是否異常
AGV,200084,Alarm,,,,
AGV,200085,Alarm,,,,
AGV,200086,Alarm,,,,
AGV,200087,Alarm,,,,
AGV,200088,Alarm,,,,
AGV,200089,Alarm,,,,
AGV,200090,Alarm,,,,
AGV,200091,Alarm,,,,
AGV,200092,Alarm,,,,
AGV,200093,Alarm,,,,
AGV,200094,Alarm,,,,
AGV,200095,Alarm,,,,
AGV,200096,Alarm,,,,
AGV,200097,Alarm,,,,
AGV,200098,Alarm,,,,
AGV,200099,Alarm,,,,
AGV,200100,Alarm,,,,
AGV,200101,Alarm,,,,
AGV,200102,Alarm,,,,
AGV,200103,Alarm,,,,
AGV,200104,Alarm,,,,
AGV,200105,Alarm,,,,
AGV,200106,Alarm,,,,
AGV,200107,Alarm,,,,
AGV,200108,Alarm,,,,
AGV,200109,Alarm,,,,
AGV,200110,Alarm,,,,
AGV,200111,Alarm,,,,
AGV,200112,Alarm,,,,
AGV,200113,Alarm,,,,
AGV,200114,Alarm,,,,
AGV,200115,Alarm,,,,
AGV,200116,Alarm,,,,
AGV,200117,Alarm,,,,
AGV,200118,Alarm,,,,
AGV,200119,Alarm,,,,
AGV,200120,Alarm,,,,
AGV,200121,Alarm,,,,
AGV,200122,Alarm,,,,
AGV,200123,Alarm,,,,
AGV,200124,Alarm,,,,
AGV,200125,Alarm,,,,
AGV,200126,Alarm,,,,
AGV,200127,Alarm,,,,
AGV,200128,Alarm,,,,
AGV,200129,Alarm,,,,
AGV,200130,Alarm,,,,
AGV,200131,Alarm,,,,
AGV,200132,Alarm,,,,
AGV,200133,Alarm,,,,
AGV,200134,Alarm,,,,
AGV,200135,Alarm,,,,
AGV,200136,Alarm,,,,
AGV,200137,Alarm,,,,
AGV,200138,Alarm,,,,
AGV,200139,Alarm,,,,
AGV,200140,Alarm,,,,
AGV,200141,Alarm,,,,
AGV,200142,Alarm,,,,
AGV,200143,Alarm,,,,
AGV,200144,Alarm,,,,
AGV,200145,Alarm,,,,
AGV,200146,Alarm,,,,
AGV,200147,Alarm,,,,
AGV,200148,Alarm,,,,
AGV,200149,Alarm,,,,
AGV,200150,Alarm,,,,
AGV,200151,Alarm,,,,
AGV,200152,Alarm,,,,
AGV,200153,Alarm,,,,
AGV,200154,Alarm,,,,
AGV,200155,Alarm,,,,
AGV,200156,Alarm,,,,
AGV,200157,Alarm,,,,
AGV,200158,Alarm,,,,
AGV,200159,Alarm,,,,
AGV,200160,Alarm,,,,
AGV,200161,Alarm,,,,
AGV,200162,Alarm,,,,
AGV,200163,Alarm,,,,
AGV,200164,Alarm,,,,
AGV,200165,Alarm,,,,
AGV,200166,Alarm,,,,
AGV,200167,Alarm,,,,
AGV,200168,Alarm,,,,
AGV,200169,Alarm,,,,
AGV,200170,Alarm,,,,
AGV,200171,Alarm,,,,
AGV,200172,Alarm,,,,
AGV,200173,Alarm,,,,
AGV,200174,Alarm,,,,
AGV,200175,Alarm,,,,
AGV,200176,Alarm,,,,
AGV,200177,Alarm,,,,
AGV,200178,Alarm,,,,
AGV,200179,Alarm,,,,
AGV,200180,Alarm,,,,
AGV,200181,Alarm,,,,
AGV,200182,Alarm,,,,
AGV,200183,Alarm,,,,
AGV,200184,Alarm,,,,
AGV,200185,Alarm,,,,
AGV,200186,Alarm,,,,
AGV,200187,Alarm,,,,
AGV,200188,Alarm,,,,
AGV,200189,Alarm,,,,
AGV,200190,Alarm,,,,
AGV,200191,Alarm,,,,
AGV,200192,Alarm,,,,
AGV,200193,Alarm,,,,
AGV,200194,Alarm,,,,
AGV,200195,Alarm,,,,
AGV,200196,Alarm,,,,
AGV,200197,Alarm,,,,
AGV,200198,Alarm,,,,
AGV,200199,Alarm,,,,
AGV,200200,Alarm,CST Detect Sensor Error[X01AC],CST Detect Sensor Error[X01AC],CST在席檢異常[X01AC],檢查CST在席檢[X01AC]是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200201,Alarm,CST Detect Sensor Error[X0217][X021B],CST Detect Sensor Error[X0217][X021B],CST在席檢異常[X0217][X021B],檢查CST在席檢[X0217][X021B]是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200202,Alarm,,,,
AGV,200203,Alarm,,,,
AGV,200204,Alarm,,,,
AGV,200205,Alarm,,,,
AGV,200206,Alarm,TRU Check Out Error[X0201][X0205],TRU Check Out Error[X0201][X0205],TRU在席檢出異常[X0201][X0205],檢查FORK在荷檢[X0201][X0205]是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200207,Alarm,TRU Forward/Back Axis RLSSensor Error,TRU Forward/Back Axis RLSSensor Error,TRU伸縮軸下極限Sensor異常,手臂伸縮軸碰觸到下極限，請操作人機進入伺服單/雙軸操作畫面，執行單軸JOG操作移動離開下極限，排除後按下 RESET按鈕執行Alarm復歸操作
AGV,200208,Alarm,TRU Forward/Back Axis FLSSensor Error,TRU Forward/Back Axis FLSSensor Error,TRU伸縮軸上極限Sensor異常,手臂伸縮軸碰觸到上極限，請操作人機進入伺服單/雙軸操作畫面，執行單軸JOG操作移動離開上極限，排除後按下 RESET按鈕執行Alarm復歸操作
AGV,200209,Alarm,TRU Forward/Back Axis Error,TRU Forward/Back Axis Error,TRU伸縮軸伺服控制器異常,手臂伸縮軸動作時是否發生異常，請依伺服異常碼分別進行排除復歸操作
AGV,200210,Alarm,TRU Forward/Back Axis Servo Action Time Out,TRU Forward/Back Axis Servo Action Time Out,TRU伸縮軸伺服動作Time Out,手臂伸縮軸動作時是否發生異常，檢查是否為伺服狀態異常或是Servo Time Out 時間設定過短，需要進行修改
AGV,200211,Alarm,TRU Up/Down Axis RLS Sensor Error,TRU Up/Down Axis RLS Sensor Error,TRU升降軸下極限Sensor異常,手臂升降軸碰觸到下極限，請操作人機進入伺服單/雙軸操作畫面，執行單軸JOG操作移動離開下極限，排除後按下 RESET按鈕執行Alarm復歸操作
AGV,200212,Alarm,TRU Up/Down Axis FLS Sensor Error,TRU Up/Down Axis FLS Sensor Error,TRU升降軸上極限Sensor異常,手臂升降軸碰觸到上極限，請操作人機進入伺服單/雙軸操作畫面，執行單軸JOG操作移動離開上極限，排除後按下 RESET按鈕執行Alarm復歸操作
AGV,200213,Alarm,TRU Up/Down Axis Servo Error,TRU Up/Down Axis Servo Error,TRU升降軸伺服控制器異常,手臂升降軸動作時是否發生異常，請依伺服異常碼分別進行排除復歸操作
AGV,200214,Alarm,TRU Up/Down Axis Servo Action Time Out,TRU Up/Down Axis Servo Action Time Out,TRU升降軸伺服動作Time Out,手臂升降軸動作時是否發生異常，檢查是否為伺服狀態異常或是Servo Time Out 時間設定過短，需要進行修改
AGV,200215,Alarm,TRU Slide Axis RLS Sensor Error,TRU Slide Axis RLS Sensor Error,TRU移載軸下極限Sensor異常,手臂移載軸碰觸到下極限，請操作人機進入伺服單/雙軸操作畫面，執行單軸JOG操作移動離開下極限，排除後按下 RESET按鈕執行Alarm復歸操作
AGV,200216,Alarm,TRU Slide Axis FLS Sensor Error,TRU Slide Axis FLS Sensor Error,TRU移載軸上極限Sensor異常,手臂移載軸碰觸到上極限，請操作人機進入伺服單/雙軸操作畫面，執行單軸JOG操作移動離開上極限，排除後按下 RESET按鈕執行Alarm復歸操作
AGV,200217,Alarm,TRU Slide Axis Servo Error,TRU Slide Axis Servo Error,TRU移載軸伺服控制器異常,手臂移載軸動作時是否發生異常，請依伺服異常碼分別進行排除復歸操作
AGV,200218,Alarm,TRU Slide Axis Servo Action Time Out,TRU Slide Axis Servo Action Time Out,TRU移載軸伺服動作Time Out,手臂移載軸動作時是否發生異常，檢查是否為伺服狀態異常或是Servo Time Out 時間設定過短，需要進行修改
AGV,200219,Alarm,TRU Turn Axis RLS Sensor Error,TRU Turn Axis RLS Sensor Error,TRU旋轉軸下極限Sensor異常,手臂旋轉軸碰觸到下極限，請操作人機進入伺服單/雙軸操作畫面，執行單軸JOG操作移動離開下極限，排除後按下 RESET按鈕執行Alarm復歸操作
